Img,Name,Location,Rating
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","JADAVPUR UNIVERSITY - [JU], KOLKATA","KOLKATA, WEST BENGAL",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF TECHNOLOGY - [IIT], DHANBAD","DHANBAD, JHARKHAND",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], ROURKELA","ROURKELA, ORISSA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF TECHNOLOGY - [IIT], BHUBANESWAR","BHUBANESWAR, ORISSA",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","VELLORE INSTITUTE OF TECHNOLOGY - [VIT UNIVERSITY], VELLORE","VELLORE, TAMIL NADU",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY - [IIEST] SHIBPUR, HOWRAH","HOWRAH, WEST BENGAL",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF TECHNOLOGY - [IIT], MANDI","MANDI, HIMACHAL PRADESH",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NITK], SURATHKAL","SURATHKAL, KARNATAKA",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1491982439ainmg.jpg?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF TECHNOLOGY - [IIT], PATNA","PATNA, BIHAR",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1534936289thaparcover.jpg?tr=w-305,h-145,c-force","THAPAR INSTITUTE OF ENGINEERING AND TECHNOLOGY - [THAPAR], PATIALA","PATIALA, PUNJAB",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25495_IITG_NEW.jpg?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF TECHNOLOGY - [IIT], GANDHI NAGAR","GANDHI NAGAR, GUJARAT",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15075391911443173798NITWNew.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], WARANGAL","WARANGAL, TELANGANA",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25460_JMI_APP.jpg?tr=w-305,h-145,c-force","JAMIA MILLIA ISLAMIA UNIVERSITY-[JMI], NEW DELHI","NEW DELHI, DELHI NCR",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1509520478cvrnew1.png?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NITC], CALICUT","CALICUT, KERALA",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25786_IIT_New.jpg?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF TECHNOLOGY - [IIT], ROPAR","ROPAR, PUNJAB",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25642_IIST.jpg?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF SPACE SCIENCE AND TECHNOLOGY - [IIST], THIRUVANANTHAPURAM","THIRUVANANTHAPURAM, KERALA",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25733_VNIT_New.jpg?tr=w-305,h-145,c-force","VISVESVARAYA NATIONAL INSTITUTE OF TECHNOLOGY - [VNIT], NAGPUR","NAGPUR, MAHARASHTRA",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1597150278unnamed.jpg?tr=w-305,h-145,c-force","INSTITUTE OF TECHNICAL EDUCATION AND RESEARCH - [ITER], BHUBANESWAR","BHUBANESWAR, ORISSA",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1507626182ggggggggggg.jpg?tr=w-305,h-145,c-force","BIRLA INSTITUTE OF TECHNOLOGY - [BIT MESRA], RANCHI","RANCHI, JHARKHAND",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1491801988cover..jpg?tr=w-305,h-145,c-force","DELHI TECHNOLOGICAL UNIVERSITY - [DTU], NEW DELHI","NEW DELHI, DELHI NCR",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14973308071443084987AMITYNOIDANEW.jpg?tr=w-305,h-145,c-force","AMITY UNIVERSITY, NOIDA","NOIDA, UTTAR PRADESH",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28254_cover1.jpg?tr=w-305,h-145,c-force","SRM ENGINEERING COLLEGE, KANCHIPURAM","KANCHIPURAM, TAMIL NADU",7.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14867_SSNEC_NEW.jpg?tr=w-305,h-145,c-force","SSN COLLEGE OF ENGINEERING - [SSNCE], CHENNAI","CHENNAI, TAMIL NADU",8.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1507785384cover.jpg?tr=w-305,h-145,c-force","SASTRA UNIVERSITY, THANJAVUR","THANJAVUR, TAMIL NADU",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25357_00.jpg?tr=w-305,h-145,c-force","INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY - [IIIT], HYDERABAD","HYDERABAD, TELANGANA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1504180374cover.jpg?tr=w-305,h-145,c-force","ALIGARH MUSLIM UNIVERSITY - [AMU], ALIGARH","ALIGARH, UTTAR PRADESH",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25540_NITKURUKSHETRA_APP.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], KURUKSHETRA","KURUKSHETRA, HARYANA",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1503636333cover.jpg?tr=w-305,h-145,c-force","MNNIT ALLAHABAD - MOTILAL NEHRU NATIONAL INSTITUTE OF TECHNOLOGY - [MNNIT], ALLAHABAD","ALLAHABAD, UTTAR PRADESH",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1486707099d3.jpg?tr=w-305,h-145,c-force","MANIPAL INSTITUTE OF TECHNOLOGY - [MIT], MANIPAL","MANIPAL, KARNATAKA",8.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1507718984cvr.png?tr=w-305,h-145,c-force","P.S.G COLLEGE OF TECHNOLOGY - [PSGCT], COIMBATORE","COIMBATORE, TAMIL NADU",8.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25359_scd2.jpeg?tr=w-305,h-145,c-force","JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY - [JNTUH], HYDERABAD","HYDERABAD, TELANGANA",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/26009_NITD.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], DURGAPUR","DURGAPUR, WEST BENGAL",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1550645616about400.jpg?tr=w-305,h-145,c-force","SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY, CHENNAI","CHENNAI, TAMIL NADU",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14878534504.jpg?tr=w-305,h-145,c-force","KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY - [KIIT], BHUBANESWAR","BHUBANESWAR, ORISSA",8.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28215_ENGINEERING_NEW.jpg?tr=w-305,h-145,c-force","COLLEGE OF ENGINEERING - [COEP], PUNE","PUNE, MAHARASHTRA",8.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1509099128ddddddddddddddddddddddd.png?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF TECHNOLOGY - [IIT], JODHPUR","JODHPUR, RAJASTHAN",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1507878028chgchgcvhgcvgh.png?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], SILCHAR","SILCHAR, ASSAM",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25362_hm.png?tr=w-305,h-145,c-force","K L UNIVERSITY - [KLU], GUNTUR","GUNTUR, ANDHRA PRADESH",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1505911297cover.jpg?tr=w-305,h-145,c-force","MALAVIYA NATIONAL INSTITUTE OF TECHNOLOGY - [MNIT], JAIPUR","JAIPUR, RAJASTHAN",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25423_PU_New.jpg?tr=w-305,h-145,c-force","PANJAB UNIVERSITY - [PU], CHANDIGARH","CHANDIGARH, CHANDIGARH",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25457_IIIDELHI.jpg?tr=w-305,h-145,c-force","INDRAPRASTHA INSTITUTE OF INFORMATION TECHNOLOGY - [IIITD], NEW DELHI","NEW DELHI, DELHI NCR",8.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15475_TCE_New.jpg?tr=w-305,h-145,c-force","THIAGARAJAR COLLEGE OF ENGINEERING - [TCE], MADURAI","MADURAI, TAMIL NADU",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25693_X20.jpg?tr=w-305,h-145,c-force","DEFENCE INSTITUTE OF ADVANCED TECHNOLOGY - [DIAT], PUNE","PUNE, MAHARASHTRA",8.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25509_SVNIT_APP.jpg?tr=w-305,h-145,c-force","SARDAR VALLABHBHAI NATIONAL INSTITUTE OF TECHNOLOGY - [SVNIT], SURAT","SURAT, GUJARAT",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28408_tech%20cover.png?tr=w-305,h-145,c-force","ANDHRA UNIVERSITY, COLLEGE OF ENGINEERING - [AUCE], VISAKHAPATNAM","VISAKHAPATNAM, ANDHRA PRADESH",7.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25564_NITHAMIRPUR_APP.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], HAMIRPUR","HAMIRPUR, HIMACHAL PRADESH",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25883_academic.jpg?tr=w-305,h-145,c-force","KALASALINGAM ACADEMY OF RESEARCH AND EDUCATION, KRISHNANKOVIL","KRISHNANKOVIL, TAMIL NADU",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25679_MANIT_APP.jpg?tr=w-305,h-145,c-force","MAULANA AZAD NATIONAL INSTITUTE OF TECHNOLOGY - [MANIT], BHOPAL","BHOPAL, MADHYA PRADESH",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1601467085Cover.jpg?tr=w-305,h-145,c-force","R V COLLEGE OF ENGINEERING - [RVCE], BANGALORE","BANGALORE, KARNATAKA",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1489660831MSRITCampus.jpg?tr=w-305,h-145,c-force","RAMAIAH INSTITUTE OF TECHNOLOGY - [RIT], BANGALORE","BANGALORE, KARNATAKA",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25604_IIITB_APP.jpg?tr=w-305,h-145,c-force","INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY - [IIIT-B], BANGALORE","BANGALORE, KARNATAKA",8.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14452_NITIE_New.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF INDUSTRIAL ENGINEERING - [NITIE], MUMBAI","MUMBAI, MAHARASHTRA",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25743_NITMEGALAYA_APP.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT] MEGHALAYA, SHILLONG","SHILLONG, MEGHALAYA",7.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1589976777Cover.jpg?tr=w-305,h-145,c-force","COIMBATORE INSTITUTE OF TECHNOLOGY - [CIT], COIMBATORE","COIMBATORE, TAMIL NADU",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15039118081444130911BMSCENew.jpg?tr=w-305,h-145,c-force","BMS COLLEGE OF ENGINEERING - [BMSCE], BANGALORE","BANGALORE, KARNATAKA",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25916_NITAGARTALA1_APP.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], AGARTALA","AGARTALA, TRIPURA",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/5563_COET_APP.jpg?tr=w-305,h-145,c-force","COLLEGE OF ENGINEERING, TRIVANDRUM","TRIVANDRUM, KERALA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/158279988515033093821443272089KUNew.jpg?tr=w-305,h-145,c-force","KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES - [KARUNYA DEEMED UNIVERSITY], COIMBATORE","COIMBATORE, TAMIL NADU",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25450_1.jpg?tr=w-305,h-145,c-force","GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY - [GGSIPU], NEW DELHI","NEW DELHI, DELHI NCR",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], RAIPUR","RAIPUR, CHHATTISGARH",7.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY DESIGN AND MANUFACTURING - [IIITDM], JABALPUR","JABALPUR, MADHYA PRADESH",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/placeholder_300X223.png?tr=w-305,h-145,c-force","KUMARAGURU COLLEGE OF TECHNOLOGY - [KCT], COIMBATORE","COIMBATORE, TAMIL NADU",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/55114_pondi_new.jpg?tr=w-305,h-145,c-force","PONDICHERRY ENGINEERING COLLEGE - [PEC], PONDICHERRY","PONDICHERRY, PUDUCHERRY",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25424_PEc%20cover.jpg?tr=w-305,h-145,c-force","PUNJAB ENGINEERING COLLEGE UNIVERSITY OF TECHNOLOGY - [PEC], CHANDIGARH","CHANDIGARH, CHANDIGARH",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15126_SIT_New.jpg?tr=w-305,h-145,c-force","SIDDAGANGA INSTITUTE OF TECHNOLOGY - [SIT], TUMKUR","TUMKUR, KARNATAKA",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1503654914cover.jpg?tr=w-305,h-145,c-force","ATAL BIHARI VAJPAYEE INDIAN INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT - [ABVIIITM], GWALIOR","GWALIOR, MADHYA PRADESH",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25953_JPIIT_New.jpg?tr=w-305,h-145,c-force","JAYPEE INSTITUTE OF INFORMATION TECHNOLOGY UNIVERSITY - [JIIT], NOIDA","NOIDA, UTTAR PRADESH",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15076988081443263466IIITANew.jpg?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY - [IIIT], ALLAHABAD","ALLAHABAD, UTTAR PRADESH",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/24550_UCE_New.jpg?tr=w-305,h-145,c-force","UNIVERSITY COLLEGE OF ENGINEERING, OSMANIA UNIVERSITY - [UCE], HYDERABAD","HYDERABAD, TELANGANA",8.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1497423689header.jpg?tr=w-305,h-145,c-force","DAYALBAGH EDUCATIONAL INSTITUTE FACULTY OF ENGINEERING, AGRA","AGRA, UTTAR PRADESH",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/57801_build.png?tr=w-305,h-145,c-force","VEL TECH, CHENNAI","CHENNAI, TAMIL NADU",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25574_SMVDU_New.jpg?tr=w-305,h-145,c-force","SHRI MATA VAISHNO DEVI UNIVERSITY - [SMVDU], KATRA","KATRA, JAMMU AND KASHMIR",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15094366571443439862NITGOANEW.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], SOUTH GOA","SOUTH GOA, GOA",7.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14325_MEPCO_New.jpg?tr=w-305,h-145,c-force","MEPCO SCHLENK ENGINEERING COLLEGE, SIVAKASI","SIVAKASI, TAMIL NADU",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/57751_app%20image.jpg?tr=w-305,h-145,c-force","SRI VENKATESWARA UNIVERSITY COLLEGE OF ENGINEERING, TIRUPATI","TIRUPATI, ANDHRA PRADESH",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/24055_GCT_NEW.jpg?tr=w-305,h-145,c-force","GOVERNMENT COLLEGE OF TECHNOLOGY - [GCT], COIMBATORE","COIMBATORE, TAMIL NADU",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15155651381445435451DAIICTNew.jpg?tr=w-305,h-145,c-force","DHIRUBHAI AMBANI INSTITUTE OF INFORMATION AND COMMUNICATION TECHNOLOGY - [DA-IICT], GANDHI NAGAR","GANDHI NAGAR, GUJARAT",8.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/12868_Army_nw.jpg?tr=w-305,h-145,c-force","ARMY INSTITUTE OF TECHNOLOGY - [AIT], PUNE","PUNE, MAHARASHTRA",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1595829786EgnColgPic.jpg?tr=w-305,h-145,c-force","BHARATI VIDYAPEETH DEEMED UNIVERSITY - [BVDU], PUNE","PUNE, MAHARASHTRA",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25879_2.jpg?tr=w-305,h-145,c-force","HINDUSTAN INSTITUTE OF TECHNOLOGY AND SCIENCE - [HITS], CHENNAI","CHENNAI, TAMIL NADU",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13147_CVRCE_New.jpg?tr=w-305,h-145,c-force","C. V. RAMAN GLOBAL UNIVERSITY, BHUBANESWAR","BHUBANESWAR, ORISSA",7.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25789_3.jpg?tr=w-305,h-145,c-force","I.K. GUJRAL PUNJAB TECHNICAL UNIVERSITY - [IKG-PTU], JALANDHAR","JALANDHAR, PUNJAB",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15222_SKCET.jpg?tr=w-305,h-145,c-force","SRI KRISHNA COLLEGE OF ENGINEERING AND TECHNOLOGY - [SKCET], COIMBATORE","COIMBATORE, TAMIL NADU",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14023_KEC_New.jpg?tr=w-305,h-145,c-force","KONGU ENGINEERING COLLEGE - [KEC], ERODE","ERODE, TAMIL NADU",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/12991_BIT_New.jpg?tr=w-305,h-145,c-force","BANNARI AMMAN INSTITUTE OF TECHNOLOGY - [BIT], SATHYAMANGALAM","SATHYAMANGALAM, TAMIL NADU",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15174_sano.jpg?tr=w-305,h-145,c-force","SONA COLLEGE OF TECHNOLOGY, SALEM","SALEM, TAMIL NADU",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1502173220instituteofengineeringmanagementsechbhawankolkatac3484.jpg?tr=w-305,h-145,c-force","INSTITUTE OF ENGINEERING AND MANAGEMENT - [IEM], KOLKATA","KOLKATA, WEST BENGAL",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13190_cover.jpg?tr=w-305,h-145,c-force","CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY - [CBIT], HYDERABAD","HYDERABAD, TELANGANA",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25384_apppp12345.jpg?tr=w-305,h-145,c-force","VIGNAN’S FOUNDATION FOR SCIENCE, TECHNOLOGY, AND RESEARCH, GUNTUR","GUNTUR, ANDHRA PRADESH",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14483_1444286530NHCE_NEW.jpg?tr=w-305,h-145,c-force","NEW HORIZON COLLEGE OF ENGINEERING - [NHCE], BANGALORE","BANGALORE, KARNATAKA",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1508223330cover.jpg?tr=w-305,h-145,c-force","TAMIL NADU VETERINARY AND ANIMAL SCIENCES UNIVERSITY - [TANUVAS], CHENNAI","CHENNAI, TAMIL NADU",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28202_1443441209VJTI_New.jpg?tr=w-305,h-145,c-force","VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE - [VJTI], MUMBAI","MUMBAI, MAHARASHTRA",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/45700_ju%20image.jpg?tr=w-305,h-145,c-force","JNTUK UNIVERSITY COLLEGE OF ENGINEERING, KAKINADA, EAST GODAVARI","EAST GODAVARI, ANDHRA PRADESH",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25985_4.png?tr=w-305,h-145,c-force","GRAPHIC ERA UNIVERSITY, SCHOOL OF ENGINEERING AND TECHNOLOGY - [GEU], DEHRADUN","DEHRADUN, UTTARAKHAND",9.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25781_NITJ_New.jpg?tr=w-305,h-145,c-force","DR BR AMBEDKAR NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], JALANDHAR","JALANDHAR, PUNJAB",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13492_GHRCE.jpg?tr=w-305,h-145,c-force","GH RAISONI COLLEGE OF ENGINEERING - [GHRCE], NAGPUR","NAGPUR, MAHARASHTRA",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14374_nmims..jpg?tr=w-305,h-145,c-force","MUKESH PATEL SCHOOL OF TECHNOLOGY MANAGEMENT AND ENGINEERING - [MPSTME], MUMBAI","MUMBAI, MAHARASHTRA",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14948_SPIT_APP.jpg?tr=w-305,h-145,c-force","SARDAR PATEL INSTITUTE OF TECHNOLOGY - [SPIT], MUMBAI","MUMBAI, MAHARASHTRA",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1608201525Cover.jpg?tr=w-305,h-145,c-force","SCHOOL OF ENGINEERING AND TECHNOLOGY, JAIN UNIVERSITY - [SET JU], BANGALORE","BANGALORE, KARNATAKA",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15096_SREC_NEW.jpg?tr=w-305,h-145,c-force","SHRI RAMDEOBABA COLLEGE OF ENGINEERING AND MANAGEMENT - [RCOEM], NAGPUR","NAGPUR, MAHARASHTRA",8.1 / 10
